AIANNHCE,AIANNHNS,GEOID,NAME,NAMELSAD,ALAND,AWATER,tot_pop,Shape_Length,Shape_Area
10,1934337,0010R,Acoma,Acoma Pueblo,1065694864,331928,2784,3.6084554,0.105092493
9510,2418753,9510R,Adais Caddo,Adais Caddo SDTSA,378869477,4749622,2269,2.415304139,0.036480093
20,1934324,0020R,Agua Caliente,Agua Caliente Indian Reservation,126539885,749217,26028,3.000390342,0.012391139
6015,2418754,6015R,Akhiok,Akhiok ANVSA,19166808,5724762,57,0.300431163,0.003672677
6020,2418755,6020R,Akiachak,Akiachak ANVSA,39933532,2710725,567,0.524932499,0.007050881
6025,2418757,6025R,Akiak,Akiak ANVSA,2173229,15267,416,0.07542136,0.000361968
6030,2418758,6030R,Akutan,Akutan ANVSA,3737114,239023,755,0.122577251,0.000546559
50,1350923,0050R,Alabama-Coushatta,Alabama-Coushatta Reservation,18437650,83761,606,0.248028856,0.001744219
6035,2418759,6035R,Alakanuk,Alakanuk ANVSA,83395368,24862278,837,0.701341693,0.018967213
6040,2418760,6040R,Alatna,Alatna ANVSA,46583723,1139845,4,0.554279556,0.009638465
6045,2418763,6045R,Aleknagik,Aleknagik ANVSA,33326827,17639044,204,0.464365957,0.008025422
6065,2418765,6065R,Algaaciq,Algaaciq ANVSA,5565945,670705,527,0.16627297,0.001070225
6070,2418766,6070R,Allakaket,Allakaket ANVSA,22544588,1058889,170,0.46824091,0.004762996
80,978667,0080R,Allegany,Allegany Reservation,105881140,19755258,6127,1.223351327,0.013673903
95,218194,0095R,Alturas,Alturas Indian Rancheria,100606,0,0,0.013837466,1.08E-05
6075,2418768,6075R,Ambler,Ambler ANVSA,26621407,4063404,299,0.406767279,0.006330734
5003,2634609,5003T,Anahola (Agricultural),Anahola (Agricultural) Hawaiian Home Land,2076473,5227,200,0.148206714,0.000182244
5004,2634610,5004T,Anahola (Residential),Anahola (Residential) Hawaiian Home Land,14577614,73631,1670,0.317857231,0.001282548
6080,2418769,6080R,Anaktuvuk Pass,Anaktuvuk Pass ANVSA,13407366,139518,265,0.267297565,0.002923326
6095,2418771,6095R,Andreafsky,Andreafsky ANVSA,66905507,6000827,113,0.97078113,0.01251119
6100,2418772,6100R,Angoon,Angoon ANVSA,66031963,34900200,523,0.936388234,0.015097205
6105,2418773,6105R,Aniak,Aniak ANVSA,29951934,5929577,525,0.595639631,0.006059297
110,1934114,0110R,Annette Island,Annette Island Reserve,343944587,333894108,1635,1.347795706,0.095451958
6125,2418774,6125R,Anvik,Anvik ANVSA,24578643,6308736,104,0.331161243,0.00540507
9515,2418775,9515R,Apache Choctaw,Apache Choctaw SDTSA,221750898,2632989,6903,2.467213259,0.021330346
6140,2418776,6140R,Arctic Village,Arctic Village ANVSA,30562618,9436650,153,0.869175443,0.008610484
115,2562463,0115T,Aroostook Band of Micmac,Aroostook Band of Micmac Trust Land,4235781,0,250,0.253474721,0.000499707
6150,2418779,6150R,Atka,Atka ANVSA,20650665,168,35,0.374744714,0.002716173
6160,2418780,6160R,Atmautluak,Atmautluak ANVSA,1565431,1164413,209,0.193444565,0.000450826
6165,2418782,6165R,Atqasuk,Atqasuk ANVSA,101319315,9365008,164,0.790277564,0.026596824
120,218454,0120R,Auburn,Auburn Rancheria,279781,0,0,0.027184187,2.90E-05
125,238830,0125R,Augustine,Augustine Reservation,2271942,0,0,0.063688117,0.000220817
140,1577209,0140R,Bad River,Bad River Reservation,499244305,9998339,1595,1.258716754,0.059713106
155,255962,0155R,Barona,Barona Reservation,23797857,0,876,0.370294326,0.002294982
6175,2418784,6175R,Barrow,Barrow ANVSA,48614921,7013815,4408,0.706053862,0.013907804
165,838653,0165R,Battle Mountain,Battle Mountain Reservation,2727590,0,407,0.14473276,0.000290452
170,1622234,0170R,Bay Mills,Bay Mills Reservation,14165866,291386,1263,0.511271298,0.00169208
6190,2418786,6190R,Beaver,Beaver ANVSA,53142252,1362789,46,0.711230591,0.010929201
9525,2564992,9525R,Beaver Creek,Beaver Creek SDTSA,64936541,265588,1005,0.348296055,0.00632852
6195,2418788,6195R,Belkofski,Belkofski ANVSA,6911440,2007141,0,0.169855464,0.001254636
185,2419307,0185R,Benton Paiute,Benton Paiute Reservation,625276,0,109,0.032343872,6.40E-05
200,256849,0200R,Berry Creek,Berry Creek Rancheria,155925,0,259,0.016346462,1.64E-05
6205,2418790,6205R,Bethel,Bethel ANVSA,115273171,14508927,6424,0.671112028,0.02138524
215,256889,0215R,Big Bend,Big Bend Rancheria,182728,0,0,0.017829174,1.96E-05
225,1934321,0225R,Big Cypress,Big Cypress Reservation,213060639,262023,571,0.859946275,0.019279852
240,219211,0240R,Big Lagoon,Big Lagoon Rancheria,21072,0,4,0.007206907,2.26E-06
250,256983,0250R,Big Pine,Big Pine Reservation,1120996,0,422,0.055191311,0.000113715
265,1667416,0265R,Big Sandy,Big Sandy Rancheria,1064142,0,148,0.058558447,0.000107841
275,219277,0275R,Big Valley,Big Valley Rancheria,482651,0,195,0.032803243,5.02E-05
6225,2418793,6225R,Bill Moore's,Bill Moore's ANVSA,6325331,0,0,0.246776156,0.001117758
6235,2418794,6235R,Birch Creek,Birch Creek ANVSA,20900149,545229,2,0.417918615,0.004280453
290,264455,0290R,Bishop Paiute,Bishop Reservation,3503000,34784,1693,0.093419636,0.000359847
305,806895,0305R,Blackfeet Nation,Blackfeet Indian Reservation,6142817013,71204928,10772,4.389848172,0.758522256
325,2419316,0325R,Blue Lake,Blue Lake Rancheria,136714,0,72,0.019511972,1.46E-05
335,2105053,0335R,Bois Forte,Bois Forte Reservation,517127936,31548529,1383,1.595893047,0.066187688
6240,2418796,6240R,Brevig Mission,Brevig Mission ANVSA,6299191,206572,407,0.177064004,0.001252819
350,2419320,0350R,Bridgeport,Bridgeport Reservation,175286,0,62,0.017039615,1.80E-05
360,300151,0360R,Brighton,Brighton Reservation,147956903,58129,661,0.742465675,0.013467937
6250,2418797,6250R,Buckland,Buckland ANVSA,2205782,385080,608,0.099661098,0.000511279
400,1118340,0400R,Burns Paiute,Burns Paiute Indian Colony,3304477,0,96,0.112433366,0.00036837
415,1985192,0415R,Cabazon,Cabazon Reservation,7719150,0,725,0.232205721,0.000750385
5540,1925075,5540R,Caddo-Wichita-Delaware,Caddo-Wichita-Delaware OTSA,2658850899,29493649,15327,3.416253134,0.266470517
435,270144,0435R,Cahuilla,Cahuilla Reservation,74936002,0,82,0.479211143,0.007272548
440,848690,0440R,Campbell,Campbell Ranch,6708986,0,461,0.165099409,0.000698386
450,270242,0450R,Campo,Campo Indian Reservation,66733613,0,393,0.639191132,0.006415571
6255,2418800,6255R,Cantwell,Cantwell ANVSA,261826375,150364,183,1.490383655,0.046999866
6257,2575178,6257R,Canyon Village,Canyon Village ANVSA,79690839,8157677,0,1.426187675,0.018189573
495,240225,0495R,Capitan Grande,Capitan Grande Reservation,64429182,832,0,0.919858098,0.006210636
510,859157,0510R,Carson,Carson Colony,730858,0,275,0.034994616,7.61E-05
525,1233634,0525R,Catawba,Catawba Reservation,4082164,0,1247,0.142741041,0.000402665
540,978804,0540R,Cattaraugus,Cattaraugus Reservation,86904287,2226868,2208,0.616062483,0.009767331
8100,2418802,8100R,Cayuga Nation,Cayuga Nation TDSA,98026627,92235454,3081,2.916338123,0.020933556
555,220808,0555R,Cedarville,Cedarville Rancheria,94077,0,28,0.014659326,1.01E-05
560,2419333,0560T,Celilo,Celilo Village,460479,0,61,0.048909126,5.31E-05
6265,2418804,6265R,Chalkyitsik,Chalkyitsik ANVSA,22022281,667826,115,0.448791253,0.004598
6275,2418807,6275R,Chefornak,Chefornak ANVSA,13560879,1951696,501,0.231335106,0.002507075
575,1503930,0575R,Chehalis,Chehalis Reservation,17634122,631336,922,0.339517298,0.002153022
585,255956,0585R,Chemehuevi,Chemehuevi Reservation,124704705,0,352,1.454355769,0.012235403
6280,2418808,6280R,Chenega,Chenega ANVSA,75848955,716582,48,1.33418684,0.012343875
9550,2418812,9550R,Cher-O-Creek,Cher-O-Creek SDTSA,834648853,2872994,86566,1.631668835,0.079229933
5550,2418810,5550R,Cherokee,Cherokee OTSA,17337177294,697228062,517039,8.010687095,1.807715266
9560,2418811,9560R,Cherokee Tribe of Northeast Alabama,Cherokee Tribe of Northeast Alabama SDTSA,88056048,376168,14453,1.011029025,0.00865926
6285,2418813,6285R,Chevak,Chevak ANVSA,2961589,0,1144,0.107074692,0.000499509
605,1267254,0605R,Cheyenne River,Cheyenne River Reservation,11030954115,393802906,8556,5.683590524,1.305599515
5560,2418814,5560R,Cheyenne-Arapaho,Cheyenne-Arapaho OTSA,21022272116,153975154,187338,8.043302498,2.108531158
9580,2418815,9580R,Chickahominy,Chickahominy SDTSA,134292953,64589,3601,0.604920932,0.013672121
6290,2418816,6290R,Chickaloon,Chickaloon ANVSA,15428847038,157940404,27331,8.912279699,2.690826633
5580,2418818,5580R,Chickasaw,Chickasaw OTSA,18831209094,486748207,312615,9.540548263,1.895583399
620,2419337,0620R,Chicken Ranch,Chicken Ranch Rancheria,28868,0,0,0.011380952,2.96E-06
6295,2418820,6295R,Chignik,Chignik ANVSA,28352067,12704462,61,0.340399208,0.005956334
6300,2418821,6300R,Chignik Lagoon,Chignik Lagoon ANVSA,34319191,0,75,0.3868642,0.00497915
6305,2418823,6305R,Chignik Lake,Chignik Lake ANVSA,40605810,9482720,51,0.517850581,0.007257616
6310,2418825,6310R,Chilkat,Chilkat ANVSA,3948242,1361999,49,0.182109781,0.000839097
6315,2418826,6315R,Chilkoot,Chilkoot ANVSA,1223953,0,453,0.068138032,0.000192417
6325,2418829,6325R,Chistochina,Chistochina ANVSA,69332417,63188,85,0.891599052,0.012124985
635,2419340,0635R,Chitimacha,Chitimacha Reservation,1819459,0,601,0.115081477,0.000169906
6330,2418831,6330R,Chitina,Chitina ANVSA,308832263,476310,73,1.266613011,0.052144291
5590,2418833,5590R,Choctaw Nation,Choctaw OTSA,27461135388,734047115,231451,9.997536812,2.76891702
6335,2418834,6335R,Chuathbaluk,Chuathbaluk ANVSA,11576099,4543934,124,0.305620045,0.002722699
6340,2418835,6340R,Chuloonawick,Chuloonawick ANVSA,92519994,26596223,0,0.766898358,0.021053837
6350,2418836,6350R,Circle,Circle ANVSA,274634016,1398608,74,1.784239341,0.054085369
5600,1925074,5600R,Citizen Potawatomi Nation-Absentee Shawnee,Citizen Potawatomi Nation-Absentee Shawnee OTSA,2892284570,44399873,124874,3.50236348,0.290660595
6360,2418839,6360R,Clarks Point,Clarks Point ANVSA,8609626,2033385,48,0.186059348,0.001654389
9630,2418840,9630R,Clifton Choctaw,Clifton Choctaw SDTSA,126404451,268159,476,0.758777923,0.011999896
680,937176,0680R,Cochiti,Pueblo de Cochiti,207828421,4836770,1661,0.645577677,0.02115654
690,2418876,0690T,Coconut Creek,Coconut Creek Trust Land,24456,1388,0,0.006188775,2.34E-06
695,3089,0695R,Cocopah,Cocopah Reservation,25889883,77685,1203,0.574950004,0.002494752
705,395231,0705R,Coeur d'Alene,Coeur d'Alene Reservation,1356759395,32638324,7805,2.191755236,0.165255332
9635,2418841,9635R,Coharie,Coharie SDTSA,625149062,7950709,62167,4.020417691,0.062674363
720,276284,0720R,Cold Springs,Cold Springs Rancheria,416760,0,134,0.037497397,4.22E-05
735,22753,0735R,Colorado River Indian Reservation,Colorado River Indian Reservation,1184890271,17238466,9929,1.862978855,0.117217957
750,2418877,0750R,Colusa,Colusa Rancheria,1028551,0,27,0.055977767,0.000107332
760,1529464,0760R,Colville Reservation,Colville Reservation,5479870598,179044494,7228,4.885698164,0.685010883
770,2418879,0770R,"Coos, Lower Umpqua, and Siuslaw","Coos, Lower Umpqua, and Siuslaw Reservation",82966,2912,100,0.02228452,9.49E-06
6365,2418846,6365R,Copper Center,Copper Center ANVSA,39000396,26445,419,0.504257472,0.006681126
775,2418881,0775R,Coquille,Coquille Reservation,26108640,102615,453,1.006810086,0.002897498
780,221603,0780R,Cortina,Cortina Indian Rancheria,3077766,0,31,0.072177315,0.000320122
6380,2418849,6380R,Council,Council ANVSA,55014132,2345327,0,0.736121525,0.010864316
795,545438,0795R,Coushatta,Coushatta Reservation,2983359,0,113,0.204864377,0.000280408
815,2418898,0815R,Cow Creek,Cow Creek Reservation,14729901,0,182,0.735454921,0.001627737
820,2772245,0820R,Cowlitz,Cowlitz Reservation,670606,0,0,0.048820057,7.77E-05
825,1985199,0825R,Coyote Valley,Coyote Valley Reservation,347178,0,300,0.036393725,3.62E-05
6385,2418851,6385R,Craig,Craig ANVSA,36262117,7300139,1613,0.822670565,0.006186774
5620,1925077,5620R,Creek,Creek OTSA,11987156897,407104884,792241,5.931699529,1.233655454
5915,1925072,5915R,Creek/Seminole,Creek/Seminole joint-use OTSA,168887256,824713,2065,0.808923585,0.016815583
6390,2418852,6390R,Crooked Creek,Crooked Creek ANVSA,258527796,19606827,90,1.110884442,0.047387234
845,806896,0845R,Crow,Crow Reservation,9232401234,29590354,7184,5.7211192,1.063999443
855,1267067,0855R,Crow Creek,Crow Creek Reservation,1094324661,100590102,2164,2.596157174,0.134368842
6400,2418551,6400R,Deering,Deering ANVSA,12991931,189707,154,0.296691998,0.002611241
6405,2418554,6405R,Dillingham,Dillingham ANVSA,183720599,7184748,2315,1.00294276,0.029912122
6415,2418555,6415R,Dot Lake,Dot Lake ANVSA,11052892,0,38,0.241275283,0.00200232
6420,2418558,6420R,Douglas,Douglas ANVSA,198334637,102630,6134,1.128078877,0.030356076
940,862214,0940R,Dresslerville,Dresslerville Colony,3226855,0,452,0.141781771,0.000335049
955,222639,0955R,Dry Creek,Dry Creek Rancheria,326069,0,0,0.025715199,3.38E-05
965,858264,0965R,Duck Valley,Duck Valley Reservation,1166983076,5248490,1351,1.457082126,0.127377458
975,845441,0975R,Duckwater,Duckwater Reservation,16137153,57666,299,0.382410877,0.001682371
6430,2418560,6430R,Eagle,Eagle ANVSA,44053518,0,25,0.431422304,0.008296545
5008,2634611,5008T,East Kapolei,East Kapolei Hawaiian Home Land,857877,0,0,0.074337592,7.47E-05
990,1018039,0990R,Eastern Band of Cherokee Indians,Eastern Cherokee Reservation,211483430,47477,9191,3.138354424,0.021000666
9675,2418562,9675R,Eastern Chickahominy,Eastern Chickahominy SDTSA,5781366,0,251,0.12640426,0.000588596
5640,2418563,5640R,Eastern Shawnee,Eastern Shawnee OTSA,52696544,992842,874,0.4242446,0.005424542
9680,2418564,9680R,Echota Cherokee,Echota Cherokee SDTSA,1318517561,7819066,56691,4.02391835,0.130280449
6440,2418566,6440R,Eek,Eek ANVSA,1677567,242697,518,0.100583079,0.000310909
6445,2418567,6445R,Egegik,Egegik ANVSA,76536210,98729602,83,0.932255537,0.026770981
6450,2418569,6450R,Eklutna,Eklutna ANVSA,11685276,10414294,43,0.403921644,0.003720307
6455,2418570,6455R,Ekuk,Ekuk ANVSA,11150319,0,0,0.185146413,0.001731833
6460,2418571,6460R,Ekwok,Ekwok ANVSA,43368282,3268374,80,0.343157939,0.007357748
6470,2575181,6470R,Elim,Elim ANVSA,795682736,22721141,303,2.295124875,0.154144983
1010,1657318,1010R,Elk Valley,Elk Valley Rancheria,361182,0,78,0.027004495,3.91E-05
1005,856239,1005R,Elko,Elko Colony,781013,0,1194,0.064231095,8.34E-05
1040,859672,1040R,Ely,Ely Reservation,14660073,0,230,0.427271514,0.001529712
6480,2418573,6480R,Emmonak,Emmonak ANVSA,12861562,2443486,761,0.24493239,0.002689299
1055,259950,1055R,Enterprise,Enterprise Rancheria,168285,0,0,0.016954153,1.76E-05
6490,2418575,6490R,Evansville,Evansville ANVSA,15748975,68589,77,0.307419147,0.003238765
1065,241187,1065R,Ewiiaapaayp,Ewiiaapaayp Reservation,22139262,0,0,0.279988743,0.002132346
6495,2418578,6495R,Eyak,Eyak ANVSA,35611640,1798509,257,0.442658363,0.006114752
1070,850495,1070R,Fallon Paiute-Shoshone,Fallon Paiute-Shoshone Colony,228531,0,74,0.019653423,2.39E-05
1075,840414,1075R,Fallon Paiute-Shoshone,Fallon Paiute-Shoshone Reservation,33125605,0,745,0.280836036,0.003469809
6500,2418579,6500R,False Pass,False Pass ANVSA,31840703,0,78,0.565464378,0.004452151
1100,1934365,1100R,Flandreau,Flandreau Reservation,8973397,86662,509,0.311130778,0.001017881
1110,806894,1110R,Flathead,Flathead Reservation,5013467042,316267878,29717,4.82607247,0.636261022
1125,654521,1125R,Fond du Lac,Fond du Lac Reservation,398807704,12656681,3944,1.063472319,0.048450505
1135,2418936,1135R,Forest County Potawatomi,Forest County Potawatomi Community,49985745,175489,704,2.026194486,0.005773522
1140,4741,1140R,White Mountain Apache,Fort Apache Reservation,6799286350,15508272,15515,5.386086238,0.664471976
1150,767938,1150R,Fort Belknap,Fort Belknap Reservation,2511630528,9521412,3187,3.290465521,0.305042071
1160,1934325,1160R,Fort Berthold Indian Reservation,Fort Berthold Reservation,3416518162,682427848,7260,3.29588328,0.491578608
1170,260275,1170R,Fort Bidwell,Fort Bidwell Reservation,13858176,14695,119,0.232199783,0.001504272
1185,399059,1185R,Fort Hall Indian Reservation,Fort Hall Reservation,2107598952,106370523,5894,3.433327738,0.244267691
1195,260277,1195R,Fort Independence,Fort Independence Reservation,2261363,0,74,0.080936093,0.000228454
1210,859740,1210R,Fort McDermitt,Fort McDermitt Indian Reservation,140874984,0,336,2.426165167,0.015297996
1220,36978,1220R,Fort McDowell Yavapai Nation,Fort McDowell Yavapai Nation Reservation,99906300,934540,1104,0.434116018,0.009800056
1235,24003,1235R,Fort Mojave,Fort Mojave Reservation,133535379,2778031,1754,2.251523515,0.013450446
1250,805884,1250R,Fort Peck,Fort Peck Indian Reservation,8516690160,35225913,10319,7.546779581,1.037848085
1260,2418940,1260R,Fort Pierce,Fort Pierce Reservation,244942,0,87,0.02353598,2.24E-05
1270,2711352,1270R,Fort Sill Apache,Fort Sill Apache Indian Reservation,121466,0,0,0.014738113,1.16E-05
6515,2418585,6515R,Fort Yukon,Fort Yukon ANVSA,17466358,508298,533,0.358793977,0.003632744
1280,242378,1280R,Fort Yuma Indian Reservation,Fort Yuma Indian Reservation,178568517,3614100,1265,1.238995622,0.017535844
9720,2418587,9720R,Four Winds Cherokee,Four Winds Cherokee SDTSA,567292520,5167079,31380,2.249666722,0.054129147
6520,2418592,6520R,Gakona,Gakona ANVSA,94789641,29592,103,1.320359043,0.016454494
6525,2418594,6525R,Galena,Galena ANVSA,44468966,17753689,510,0.678221473,0.011715938
6530,2418595,6530R,Gambell,Gambell ANVSA,27208078,4353093,601,0.343433694,0.005735868
6535,2418598,6535R,Georgetown,Georgetown ANVSA,113448807,2902377,0,0.996900878,0.0198683
1310,23998,1310R,Gila River Indian Community,Gila River Indian Reservation,1511032571,937536,11150,2.592815771,0.146132788
9100,1930930,9100R,Golden Hill Paugussett,Golden Hill Paugussett (state) Reservation,399343,0,1,0.031903635,4.31E-05
6540,2418601,6540R,Golovin,Golovin ANVSA,10709113,0,128,0.251119013,0.00200353
6545,2418602,6545R,Goodnews Bay,Goodnews Bay ANVSA,8633994,0,192,0.189856572,0.001353447
1340,1455300,1340R,Goshute,Goshute Reservation,486449507,13114,140,1.491066824,0.051210763
1355,654523,1355R,Grand Portage,Grand Portage Reservation,192878801,3189582,722,1.508569123,0.023612136
1365,2418950,1365R,Grand Ronde,Grand Ronde Community,45921222,0,518,0.861263339,0.005253641
1370,2418951,1370R,Grand Traverse,Grand Traverse Reservation,74273,0,725,0.018410126,8.48E-06
6550,2418603,6550R,Grayling,Grayling ANVSA,29082578,16515,176,0.298451089,0.005134536
1380,1666180,1380R,Greenville,Greenville Rancheria,284692,0,28,0.027214891,3.01E-05
1395,266781,1395R,Grindstone,Grindstone Indian Rancheria,326144,22791,256,0.026658243,3.66E-05
1400,224709,1400R,Guidiville,Guidiville Rancheria,175438,0,58,0.028615646,1.83E-05
6560,2418604,6560R,Gulkana,Gulkana ANVSA,11234868,0,76,0.359248042,0.001940973
5009,2634612,5009T,Haiku,Haiku Hawaiian Home Land,584613,0,0,0.053195151,5.09E-05
9745,2418608,9745R,Haliwa-Saponi,Haliwa-Saponi SDTSA,458415677,1216803,8713,1.731633462,0.046089839
6570,2418609,6570R,Hamilton,Hamilton ANVSA,13105564,397340,0,0.257899523,0.002382516
5011,359057,5011T,Hanapepe,Hanapepe Hawaiian Home Land,1474122,0,11,0.061220839,0.000128847
1410,1616983,1410R,Hannahville,Hannahville Indian Community,14424818,0,656,0.679252279,0.001667305
9150,2418958,9150R,Hassanamisco,Hassanamisco (state) Reservation,20909,0,0,0.007765307,2.28E-06
1440,45638,1440R,Havasupai,Havasupai Reservation,714400022,0,15,2.077744817,0.071551965
6575,2418613,6575R,Healy Lake,Healy Lake ANVSA,122683829,21452187,4,1.065128234,0.026399652
1450,2418963,1450R,Ho-Chunk Nation,Ho-Chunk Nation Reservation,8887614,72893,1632,0.448208142,0.000998905
1460,1505548,1460R,Hoh,Hoh Indian Reservation,1769173,12010,106,0.072852021,0.000213604
1475,284183,1475R,Hollywood,Hollywood Reservation,2033906,14020,989,0.102567544,0.000184698
6585,2418617,6585R,Holy Cross,Holy Cross ANVSA,74677223,18724234,183,0.547156107,0.016092728
5018,2634613,5018T,Homuula-Upper Piihonua,Homuula-Upper Piihonua Hawaiian Home Land,250978086,13642,2,1.094501489,0.021632024
5026,359289,5026T,Honokaia,Honokaia Hawaiian Home Land,13019793,0,0,0.169158903,0.001124101
5029,1853346,5029T,Honokowai,Honokowai Hawaiian Home Land,3240911,5142,0,0.189137704,0.00028189
5030,1853354,5030T,Honolulu Makai,Honolulu Makai Hawaiian Home Land,94192,0,0,0.025536882,8.20E-06
5031,1853338,5031T,Honomu,Honomu Hawaiian Home Land,3091503,48050,0,0.132997251,0.000270761
5033,1853339,5033T,Hoolehua-Palaau,Hoolehua-Palaau Hawaiian Home Land,55963215,0,1191,0.552260045,0.004866902
6590,2418618,6590R,Hoonah,Hoonah ANVSA,15197401,3276590,800,0.30083258,0.002813762
1490,251972,1490R,Hoopa Valley Tribe,Hoopa Valley Reservation,364418757,2369202,3573,0.803558634,0.039314152
6595,2418619,6595R,Hooper Bay,Hooper Bay ANVSA,19418102,78618,1101,0.420501076,0.003287661
1505,24001,1505R,Hopi,Hopi Reservation,6557654678,2407606,9227,6.693155044,0.655003471
1515,225577,1515R,Hopland,Hopland Rancheria,8151731,3794,281,0.191820575,0.000847989
1530,2418969,1530R,Houlton Maliseet,Houlton Maliseet Reservation,3321526,22653,325,0.166819711,0.000389672
1545,45633,1545R,Hualapai,Hualapai Indian Reservation,4121300349,8118425,1590,3.993564772,0.411908312
6605,2418621,6605R,Hughes,Hughes ANVSA,10223694,2374667,90,0.282242774,0.002492472
1550,2109298,1550R,Huron Potawatomi,Huron Potawatomi Reservation,502198,18193,62,0.034199964,5.66E-05
6610,2418622,6610R,Huslia,Huslia ANVSA,42557560,1672801,404,0.454193113,0.008635762
6615,2418623,6615R,Hydaburg,Hydaburg ANVSA,755589,7081,330,0.057569264,0.000107603
6620,2418625,6620R,Igiugig,Igiugig ANVSA,54582330,2714517,62,0.702286893,0.009028888
6625,2418627,6625R,Iliamna,Iliamna ANVSA,96392427,1213528,63,0.744993806,0.015604626
1555,2418972,1555R,Immokalee,Immokalee Reservation,2471270,21068,447,0.072497895,0.000225464
1560,243797,1560R,Inaja and Cosmit,Inaja and Cosmit Reservation,3484656,0,0,0.101229512,0.000336254
6630,2418629,6630R,Inalik,Inalik ANVSA,6297821,0,94,0.150559872,0.00123208
1575,2418973,1575R,Indian Township,Indian Township Reservation,97216884,17867564,753,0.5095005,0.013194347
8300,2418631,8300R,Ione Band of Miwok,Ione Band of Miwok TDSA,5435996,0,6,0.115836677,0.000561058
5670,1925066,5670R,Iowa,Iowa OTSA,923594896,8418959,6590,1.605873722,0.092954329
